txname	uhr 1	uhr 2	uhr 3	uhr 4	brain 1	brain 2	brain 3	brain 4	seqnames	start	end	width	strand	tx_id
NM_018248	0.3929387	0.4062847	0.39897465	0.39643932	0.00049016	0.0007587	0.0004907	0.00049016	chr4	178467985	178521086	53102	+	8380
NM_018269	0.51775028	0.50504633	0.4913287	0.4954909	0.29298493	0.30171051	0.31072119	0.2918479	chr2	3480697	3502354	21658	-	4548
NM_018273	0.06057229	0.05938898	0.06048704	0.05954539	0.04115668	0.04077511	0.0387091	0.04208499	chr19	53527428	53558998	31571	-	33227
NM_018279	0.08119879	0.08266771	0.08924335	0.08745565	0.07985868	0.08533965	0.09313891	0.08891726	chr12	70366145	70384106	17962	+	24173
NM_018303	0.21512428	0.22638308	0.22358123	0.21561645	0.19627522	0.1951645	0.19189227	0.19968941	chr6	430138	638109	207972	-	10716
NM_018314	0.10884004	0.10974513	0.10679127	0.11019869	0.08915911	0.09474359	0.09706962	0.09113136	chr11	18509820	18566857	57038	-	21515
NM_018346	0.12219448	0.11715729	0.12574627	0.12084775	0.12008038	0.11408684	0.12053949	0.11101774	chr17	45911189	45918335	7147	+	30373
NM_018361	0.70241685	0.70787297	0.71939953	0.70050892	0.47412338	0.48961429	0.50189481	0.48438179	chr8	6553286	6606429	53144	+	14306
NM_018368	0.24619052	0.25278211	0.26549477	0.24180221	1.03794848	1.04812644	1.1843473	1.03210927	chr6	70442362	70563770	121409	-	11774
NM_018371	0.1785918	0.18431333	0.1782613	0.164227	0.27555993	0.27643838	0.27324628	0.27183954	chr8	19305952	19584374	278423	-	14349
NM_018372	0.09165182	0.09373782	0.09671159	0.09455418	0.02181491	0.02288544	0.02253013	0.02067675	chr1	111291335	111308089	16755	-	2287
NM_018384	0.00264829	0.00243705	0.00244424	0.00246775	0.0379716	0.03534092	0.03429645	0.03674763	chr7	150065369	150071670	6302	+	14129
NM_018394	0.37951154	0.38747312	0.39190908	0.36960816	0.63495143	0.6444747	0.66795537	0.62906432	chr3	113180518	113194900	14383	+	7278
NM_018398	0.01425501	0.01258205	0.01229912	0.01190223	0.24125073	0.23045762	0.24395029	0.25373433	chr3	54131733	55083624	951892	+	5912
NM_018410	0.3122072	0.33605358	0.32742767	0.32657722	0.00078625	0.00044367	0.00040984	0.00040984	chr2	234410225	234427951	17727	-	5780
NM_018416	0.31856811	0.32310905	0.32070635	0.32122477	0.54109972	0.53560206	0.52567336	0.52541254	chr12	8076626	8099385	22760	+	23500
NM_018428	0.30095773	0.31837181	0.31646206	0.31638937	0.12079034	0.12910938	0.12576247	0.12503476	chr17	27214303	27252842	38540	-	29710
NM_018447	0.89160434	0.86884443	0.89149664	0.89123002	0.99197706	0.97194641	0.97652597	0.97369905	chr3	9980636	10003522	22887	-	6650
NM_018467	0.18764614	0.1826588	0.17600156	0.19012176	0.22289652	0.21852931	0.21089287	0.2145088	chr19	17187155	17191638	4484	+	32455
NM_018476	0.00204012	0.00219549	0.00169135	0.00180555	0.1946597	0.19460172	0.19929729	0.19021357	chrX	102204237	102205824	1588	-	18024
NM_018487	0.01006676	0.00861105	0.00834099	0.00655584	0.27093154	0.27727546	0.29806971	0.29812138	chr7	150128787	150133141	4355	+	14135
NM_018492	0.47272462	0.47396774	0.46323237	0.48080246	0.00051163	0.00068035	0.00049016	0.00049016	chr8	27723057	27751268	28212	-	14948
NM_018555	0.13327475	0.13469509	0.13963687	0.13043267	0.36282289	0.35554219	0.35364545	0.36241414	chr19	58715989	58775335	59347	+	31521
NM_018651	0.00434379	0.00433354	0.00434436	0.0041461	0.01490443	0.01363274	0.01326241	0.01333236	chr3	44571717	44588654	16938	+	6858
NM_018700	0.01834489	0.0170182	0.01799304	0.01739685	0.081318	0.08196115	0.07837399	0.07698932	chr5	114488358	114544142	55785	-	10123
NM_018725	0.0516636	0.05006526	0.05189812	0.05153413	0.06375181	0.06387282	0.06603389	0.06449002	chr3	53855617	53874867	19251	+	6213
NM_018992	0.28428851	0.28819791	0.29338973	0.27608132	0.12702597	0.11935973	0.1212758	0.12152432	chr16	2672496	2699032	26537	+	28040
NM_019014	0.1507232	0.14880282	0.14357091	0.13876642	0.04367577	0.04305395	0.0424695	0.04107605	chr2	113015963	113051198	35236	+	5187
NM_019016	0.00044329	0.00044329	0.00044329	0.00044329	0.00148478	0.00102798	0.00243444	0.00150383	chr17	36107769	36113528	5760	-	29951
NM_019018	0.006803	0.00705771	0.00719567	0.00735714	0.00816531	0.00719219	0.00785106	0.00803276	chr5	14634891	14669287	34397	+	9771
NM_019022	0.15676772	0.15560037	0.16140681	0.15603778	0.17683318	0.17233224	0.17118605	0.17271353	chr18	64491905	64533333	41429	-	31487
NM_019048	0.24776966	0.2504016	0.24705364	0.24331776	0.31455662	0.31702703	0.31267999	0.31284448	chr2	190234370	190243802	9433	+	5491
NM_019062	0.02160184	0.01583433	0.01862356	0.01216143	0.00043506	0.00040984	0.00055259	0.00080289	chr1	20013109	20014358	1250	-	1367
NM_019102	0.02689418	0.02584584	0.0266129	0.02669816	0.00068614	0.00082577	0.00090301	0.00067957	chr7	27147521	27149812	2292	-	12781
NM_019556	0.17084073	0.17520373	0.1725871	0.17637222	0.0713793	0.07373695	0.07202792	0.06956423	chrX	133849328	133876963	27636	-	18463
NM_019602	0.00038451	0.00038451	0.00038451	0.00038451	0.00040228	0.00040228	0.00040228	0.00040228	chr6_cox_hap1	3769441	3781814	12374	-	36684
NM_019602	0.00038451	0.00038451	0.00038451	0.00038451	0.00040228	0.00040228	0.00040228	0.00040228	chr6	32470491	32482878	12388	-	11320
NM_019602	0.00038451	0.00038451	0.00038451	0.00038451	0.00040228	0.00040228	0.00040228	0.00040228	chr6_qbl_hap2	3577318	3589712	12395	-	36990
NM_019618	0.00087478	0.00049199	0.00108551	0.00065841	0.00048363	0.00048363	0.00048363	0.00048363	chr2	113452077	113459698	7622	+	5199
NM_020152	0.00268402	0.00211593	0.00189026	0.00237873	0.00240983	0.00352978	0.0029176	0.00390697	chr21	29374744	29470073	95330	+	35148
NM_020169	0.06787724	0.07053916	0.06945979	0.07060112	0.01484904	0.01479701	0.01392559	0.01455259	chr3	159866897	159873176	6280	-	7602
NM_020178	0.0073825	0.00827782	0.0048478	0.00730787	1.82553755	1.94724652	1.96334816	1.89746085	chr17	47062673	47591131	528459	-	30414
NM_020196	0.91142024	0.99919057	0.93974035	0.94391662	0.87863929	0.8724702	0.84379584	0.89881913	chr19	7590411	7600439	10029	-	32095
NM_020198	0.49420065	0.47290384	0.53888709	0.51455471	0.46103631	0.43141375	0.4533548	0.43526477	chr17	59176342	59204820	28479	-	30555
NM_020203	0.00044329	0.00044329	0.00044329	0.00044329	0.0273841	0.02744828	0.02711168	0.02710364	chr4	88973145	88986992	13848	+	8817
NM_020247	0.15155857	0.15427058	0.1529681	0.15394344	0.2488408	0.2572205	0.25746314	0.24749172	chr1	225194561	225241869	47309	+	3500
NM_020347	0.30018114	0.32657955	0.31475386	0.30578235	0.41221861	0.42402028	0.42365673	0.40695201	chr3	45840450	45858625	18176	-	6881
NM_020349	0.00063682	0.00051037	0.00058749	0.00055245	0.00124747	0.0009179	0.00126486	0.00113649	chr10	99322246	99333631	11386	+	20341
NM_020369	0.00038713	0.00038713	0.00038713	0.00038713	0.00040984	0.00040984	0.00040984	0.00040984	chr7	127020925	127029087	8163	+	13804
NM_020381	0.02335632	0.02141703	0.02420267	0.02388229	0.01113972	0.01278381	0.01204863	0.01197285	chr6	107580454	107887472	307019	-	11977
NM_020436	0.14874076	0.14563419	0.13139798	0.13967915	0.00175089	0.00163677	0.00188115	0.00184607	chr20	49833990	49852455	18466	-	34783
NM_020637	0.00038713	0.00038713	0.00038713	0.00038713	0.00125732	0.00109661	0.00124961	0.00138874	chr19	590926	594604	3679	+	31850
NM_020644	0.07509333	0.07253376	0.07299443	0.07274943	0.19548933	0.20193041	0.2058921	0.19812212	chr11	8925416	8942565	17150	-	21422
NM_020651	0.15958192	0.16466581	0.16399455	0.17057348	0.32250937	0.31496052	0.32190213	0.32278269	chr2	64173290	64225109	51820	-	4862
NM_020661	0.00038451	0.00038451	0.00038451	0.00038451	0.00040228	0.00040228	0.00040228	0.00040228	chr12	8646029	8656709	10681	-	22909
NM_020679	0.07728941	0.08078434	0.08390769	0.07930074	0.02214539	0.02357472	0.02392194	0.02377442	chr17	70773906	70778898	4993	-	30740
NM_020794	0.00641791	0.006463	0.00662476	0.00688007	0.39176968	0.3946713	0.37791122	0.36905428	chr1	69998446	70361759	363314	+	91
NM_020886	0.30353103	0.30313257	0.29592491	0.31275908	0.19185508	0.18532855	0.19287907	0.19275313	chr11	113173807	113251466	77660	-	20688
NM_021009	8.35421739	8.69283906	8.60504618	8.69482677	9.01422507	8.98840395	8.83843582	9.26521209	chr12	123962145	123965540	3396	-	24518
NM_021080	0.00309802	0.00317383	0.00340988	0.00331404	0.04919121	0.05181809	0.04849272	0.05211068	chr1	57236167	58488799	1252633	-	77
NM_021082	0.01630935	0.01440282	0.01499359	0.01596009	0.11022443	0.11383104	0.11149053	0.11193476	chr3	123095861	123145724	49864	+	7336
NM_021083	0.04708822	0.05048633	0.04797981	0.05187083	0.07616139	0.07522767	0.08100352	0.07978462	chrX	37430052	37476322	46271	+	17239
NM_021103	38.3505739	39.52329445	38.49981937	38.83089385	18.81932133	17.83329602	18.34154592	17.69862181	chr2	84986274	84987310	1037	+	4993
NM_021115	0.01180893	0.01351536	0.01292997	0.01230677	0.53980349	0.53710778	0.54789244	0.57993612	chr22	24895440	25109563	214124	+	35652
NM_021137	0.08506652	0.08317493	0.08799185	0.08440061	0.1020411	0.10370942	0.09801492	0.10281666	chr17	23686675	23698162	11488	+	29609
NM_021138	0.47182764	0.48225796	0.50557872	0.50628548	0.20107416	0.19769269	0.1928908	0.20247618	chr9	138900786	138940888	40103	+	15983
NM_021146	0.00038451	0.00038451	0.00038451	0.00038451	0.00081621	0.00179627	0.00100525	0.0016944	chr1	11171985	11178625	6641	+	1223
NM_021153	0.02111408	0.0221524	0.02226593	0.02180605	0.16325227	0.16602165	0.16970457	0.15890142	chr18	62322301	62422196	99896	-	31208
NM_021182	0.00044329	0.00044329	0.00044329	0.00044329	0.00048363	0.00048363	0.00048363	0.00048363	chr5	143171919	143180477	8559	+	10392
NM_021184	0.3416977	0.34882527	0.34565384	0.37126439	0.281037	0.29093024	0.28999241	0.31230051	chr6_cox_hap1	3072200	3074675	2476	-	36598
NM_021184	0.3416977	0.34882527	0.34565384	0.37126439	0.281037	0.29093024	0.28999241	0.31230051	chr6_qbl_hap2	2873659	2876133	2475	-	36909
NM_021184	0.3416977	0.34882527	0.34565384	0.37126439	0.281037	0.29093024	0.28999241	0.31230051	chr6	31734054	31736528	2475	-	11229
NM_021257	0.00079446	0.00078954	0.00099155	0.00077161	0.08339395	0.0830789	0.08578607	0.08940877	chr14	76801587	76807408	5822	-	25869
NM_021632	0.05751246	0.0563283	0.06054158	0.05887818	0.1365076	0.14423772	0.1341341	0.13468465	chr19	57159405	57181891	22487	-	33575
NM_021634	0.00086723	0.00088188	0.00083214	0.00086943	0.09416276	0.09460981	0.09559776	0.08909791	chr4	159662497	159792713	130217	+	8347
NM_021643	1.28568008	1.31808266	1.36614543	1.34206829	0.47562396	0.42653079	0.51281869	0.48521657	chr2	12774449	12800309	25861	+	4597
NM_021813	0.03976894	0.03940566	0.03884107	0.03736642	0.08577191	0.07890181	0.07788362	0.07898967	chr6	90692968	91063283	370316	-	11919
NM_021822	0.05382368	0.05792589	0.05849824	0.056977	0.01026068	0.01003151	0.01046812	0.01006484	chr22	37802956	37813694	10739	+	35964
NM_021826	0.19753312	0.20355901	0.2108029	0.19506897	0.19925953	0.23127031	0.2487984	0.21755405	chr20	3075165	3088532	13368	-	34317
NM_021833	0.00046296	0.00046296	0.00046296	0.00046296	0.00046434	0.00046434	0.00046434	0.00046434	chr4	141700500	141709409	8910	-	8977
NM_021927	0.24799926	0.24610052	0.2465101	0.2477883	0.21875593	0.22280052	0.21914193	0.2124591	chr4	44375190	44397454	22265	+	8627
NM_021943	0.74997696	0.74250213	0.75652726	0.72324427	0.5559069	0.5120486	0.52744698	0.53756933	chr6	37895285	38230377	335093	+	11494
NM_021947	0.03375204	0.03436574	0.03512635	0.03375863	0.05235056	0.05112501	0.05512544	0.05281563	chr17	2153998	2175303	21306	+	29040
NM_021952	0.00331443	0.00330106	0.00366815	0.00272825	0.86186308	0.87746709	0.81032298	0.8366945	chr1	50347181	50440127	92947	+	1931
NM_021969	0.16807962	0.17630207	0.16374827	0.16825667	0.00196493	0.00167024	0.00192312	0.00123134	chr1	27110562	27113154	2593	-	1514
NM_021992	0.208941	0.20376779	0.19125873	0.18802758	0.00445099	0.00495515	0.00428159	0.0044202	chrX	101655266	101658355	3090	-	17997
NM_021999	0.6362299	0.59565913	0.61285267	0.63501119	1.83462727	1.83885781	1.86884106	1.86849045	chr13	47705275	47734233	28959	+	24716
NM_022006	0.00792658	0.00613702	0.00833044	0.00728299	1.43237187	1.55124073	1.52239684	1.55938922	chr19	40325994	40337045	11052	+	32664
NM_022041	0.18101632	0.17145521	0.18341943	0.17422023	0.32975902	0.34781101	0.34980996	0.34205944	chr16	79906072	79971304	65233	+	27842
NM_022070	0.25931723	0.26640394	0.27996169	0.26917073	0.1465989	0.13935112	0.13834801	0.14471693	chr17	55475334	55511074	35741	-	30506
NM_022076	0.00422599	0.00317983	0.00561639	0.00300352	0.00040984	0.00040984	0.00040984	0.00040984	chrX	44588193	44589078	886	+	17284
NM_022140	0.018218	0.02100979	0.02029156	0.02317067	0.07561884	0.09155861	0.08495103	0.09110468	chr5	111526214	111782909	256696	-	9478
NM_022142	0.0179537	0.01927265	0.01673607	0.01817862	0.00040984	0.00040984	0.00040984	0.00040984	chr19	53189720	53220222	30503	+	31773
NM_022163	0.35261991	0.35789009	0.35212753	0.35253659	0.29755876	0.30572754	0.30920932	0.29804688	chr15	86803713	86811637	7925	-	27437
NM_022164	0.06666024	0.06910054	0.07223351	0.07800303	0.10637759	0.10253414	0.10546978	0.10653967	chr1	31814673	31825874	11202	+	1603
NM_022337	0.33982812	0.33108718	0.33210843	0.32463587	0.00216362	0.00218441	0.00152295	0.00240178	chr11	87486063	87548283	62221	-	22369
NM_022363	0.00250458	0.00188211	0.00216168	0.00165864	0.01249234	0.0128092	0.01294993	0.01403544	chr12	112385077	112394260	9184	-	24406
NM_022436	0.04439118	0.04330756	0.04646751	0.043753	0.00586641	0.00555563	0.00449966	0.0040348	chr2	43893115	43919462	26348	-	3951
NM_022444	0.00046296	0.00046296	0.00046296	0.00046296	0.00046434	0.00046434	0.00046434	0.00046434	chr7	122540824	122627261	86438	-	13776
NM_022445	0.02450419	0.02825407	0.02596208	0.02938573	0.10274522	0.10892562	0.10306307	0.1016104	chr7	143779967	144164079	384113	-	14078
NM_022481	0.01350496	0.01184948	0.01329263	0.01180021	0.00659181	0.00650225	0.00843678	0.0086189	chr5	141013152	141041984	28833	-	9589
NM_022488	0.34518092	0.32857848	0.34333727	0.34132591	0.30734495	0.31475045	0.35150039	0.34105966	chr3	113734049	113763175	29127	-	7290
NM_022736	0.32779896	0.31743971	0.32719311	0.3202316	0.16357151	0.16307041	0.16020629	0.15495256	chr3	160002409	160030202	27794	+	7603
NM_022746	0.17516115	0.1702765	0.17090673	0.17046974	0.1204826	0.12168959	0.13052264	0.13167405	chr1	219026662	219054364	27703	+	3459
NM_022776	0.11757179	0.11476054	0.11470502	0.11437367	0.12225901	0.12822926	0.12231514	0.12095619	chr3	126730392	126797071	66680	-	6361
NM_022826	0.29731413	0.2729357	0.2874512	0.2831769	0.29105944	0.29180594	0.2811665	0.27968564	chr2	160277256	160333330	56075	+	4256
NM_022827	0.12986705	0.12358639	0.12198783	0.13050155	0.1332275	0.14342075	0.13556055	0.14530794	chr17	45979561	45988212	8652	+	30376
NM_022842	0.12283178	0.12873538	0.13166254	0.1335167	0.00841451	0.00782586	0.00882098	0.00769869	chr3	45098773	45162918	64146	-	6876
NM_022902	1.13288251	1.1586393	1.21478046	1.08528401	0.65170897	0.65934648	0.621778	0.64426969	chr5	68425638	68461636	35999	+	9925
NM_023079	0.8283046	0.86213081	0.83686523	0.83602259	0.68679454	0.74477557	0.74625397	0.71673657	chr17	44340730	44361421	20692	+	30308
NM_023933	0.07960878	0.08081739	0.07724487	0.07821046	0.08039906	0.07571387	0.07569962	0.07184247	chr16	711159	712591	1433	+	27931
NM_023935	0.29759645	0.30047362	0.31260895	0.30591548	0.46495984	0.52838613	0.48633552	0.5504503	chr20	3119012	3133295	14284	-	34319
NM_023948	0.21579192	0.20459485	0.21541851	0.21128675	0.11074306	0.11204572	0.11980333	0.11670646	chr7	100048050	100050936	2887	+	13553
NM_024012	0.00168259	0.00120586	0.0015745	0.00163419	0.18223546	0.17748821	0.18449165	0.17835971	chr7	154493479	154508392	14914	+	14198
NM_024016	0.01184768	0.012016	0.0159213	0.01080379	0.00048363	0.00055416	0.00048363	0.00048497	chr17	44044707	44047300	2594	-	30296
NM_024021	0.00635483	0.00686246	0.00701611	0.00724041	0.00451891	0.00496862	0.00515957	0.00543758	chr11	59806662	59833021	26360	+	21836
NM_024034	0.00251089	0.00233392	0.00260887	0.00258079	0.10049127	0.0974627	0.10649297	0.09766186	chr20	42309322	42342427	33106	+	34158
NM_024040	0.58358987	0.5693212	0.58282271	0.58402422	1.01936343	1.06394853	1.05269814	1.01636578	chr10	104172992	104182413	9422	-	20433
NM_024083	0.0742184	0.07186653	0.07523262	0.07449867	0.07375732	0.07439161	0.07769235	0.07559255	chr17	77528715	77568571	39857	+	30969
NM_024085	0.57181223	0.57333594	0.57059691	0.55674124	0.78744897	0.80117811	0.76962636	0.76673882	chr2	219792346	219802605	10260	-	5659
NM_024094	0.07336576	0.07018268	0.07551121	0.0751516	0.01284508	0.01167205	0.01324263	0.01261247	chr8	120915362	120937351	21990	-	15324
NM_024101	1.22292021	1.20538103	1.24767631	1.30100841	0.01068054	0.01140048	0.01100169	0.01260755	chr2	238060617	238128700	68084	+	5795
NM_024103	0.42232741	0.42645164	0.43453409	0.43745526	1.5513443	1.57323376	1.55497479	1.55935251	chr19	6391075	6410781	19707	-	32063
NM_024110	0.00512542	0.00464105	0.00523987	0.00484469	0.00040228	0.00040228	0.00040228	0.00040228	chr17	75766876	75797446	30571	+	30886
NM_024111	0.00742041	0.01014825	0.00903825	0.00933055	0.00976234	0.01015403	0.00965573	0.00951556	chr15	39032928	39036009	3082	+	26974
NM_024117	0.24139027	0.23864078	0.24107207	0.24036847	0.18670997	0.1810717	0.18704351	0.18078255	chr9	127239494	127509334	269841	-	15900
NM_024298	0.72396667	0.72391332	0.6804027	0.68367102	0.58288483	0.6273917	0.61150879	0.61262152	chr19	59368918	59385545	16628	-	31812
NM_024341	0.13161317	0.1159061	0.1193478	0.11655016	0.18673912	0.18665258	0.18544307	0.18115568	chr19	7020471	7038978	18508	+	32085
NM_024430	0.03437935	0.03674654	0.03504428	0.03682316	0.00428689	0.00496576	0.0049302	0.00528933	chr18	41817500	41906248	88749	-	31392
NM_024494	0.00659176	0.0062202	0.00634332	0.00621017	0.02586557	0.02740453	0.02656511	0.02587817	chr1	112852893	112865433	12541	+	599
NM_024506	0.08904321	0.08815627	0.09174044	0.08738212	0.0446814	0.04358886	0.04704041	0.04307698	chr2	219809747	219818375	8629	-	5671
NM_024513	0.24345435	0.24501276	0.25009005	0.2427967	0.12140599	0.12549137	0.12514971	0.12660667	chr3	45934399	46012311	77913	-	6152
NM_024522	0.09051239	0.08902237	0.08969579	0.08529828	0.22991797	0.22986493	0.24364878	0.22574229	chr1	31425179	31485321	60143	-	56
NM_024551	0.6066101	0.60182277	0.61840237	0.64321224	0.64788	0.636724	0.66432194	0.66036523	chr12	1670508	1768106	97599	+	22879
NM_024571	0.71312273	0.71250547	0.74901836	0.7388199	0.68518958	0.68013711	0.71051679	0.70983581	chr16	43829	47669	3841	+	27879
NM_024580	0.17280195	0.17272199	0.17576398	0.16760253	0.06729447	0.0721094	0.07150413	0.07498688	chr15	80209616	80342159	132544	-	26656
NM_024622	0.18470347	0.18236808	0.1935434	0.18824744	0.24177748	0.24299364	0.24130911	0.26246866	chr2	170094509	170138670	44162	-	4295
NM_024653	0.47609551	0.49498249	0.49059809	0.48877027	0.50510096	0.49551153	0.51140007	0.49819142	chr7	101823809	101854134	30326	+	13599
NM_024674	1.05574049	1.11908018	1.16821451	1.10080938	0.0005773	0.00076323	0.00089412	0.00079772	chr1	26609856	26628806	18951	+	1502
NM_024676	0.32960469	0.34569423	0.3570597	0.3468838	0.1971557	0.20160827	0.1986218	0.20913427	chr1	36545295	36559535	14241	+	1697
NM_024740	0.28931119	0.29719914	0.28789557	0.29864761	0.21014526	0.20493491	0.19649621	0.21270285	chr11	111158129	111247515	89387	-	22495
NM_024743	0.02755174	0.02861562	0.03236206	0.0290484	0.00040984	0.00040984	0.00040984	0.00040984	chr4	69828766	69852098	23333	-	8696
NM_024745	0.09420208	0.09969049	0.0942464	0.10175089	0.00396567	0.00420147	0.00404608	0.00360814	chr16	45171969	45212812	40844	-	28511
NM_024764	0.00134108	0.00131873	0.00133874	0.00147303	0.00095085	0.0007265	0.00079585	0.0008101	chr14	91116871	91268166	151296	-	25960
NM_024771	0.21783894	0.2223675	0.23660598	0.23655323	0.13341596	0.13905317	0.13130015	0.1471881	chr11	63463018	63481022	18005	+	21971
NM_024772	0.22830217	0.21740599	0.22330354	0.21882895	0.0743868	0.06839574	0.06888532	0.07024868	chr1	35317559	35354042	36484	+	1676
NM_024790	0.32648584	0.34957021	0.32691889	0.33933317	0.31636062	0.32697369	0.31175229	0.32007651	chr8	68139157	68271403	132247	+	14273
NM_024793	0.10277985	0.09997188	0.11397244	0.11006754	0.19797767	0.20248667	0.21069836	0.21070435	chr16	3499895	3527670	27776	+	28104
NM_024807	0.00078266	0.0008245	0.00113569	0.00072107	0.00046434	0.00046434	0.00046434	0.00053347	chr6	41265530	41276903	11374	-	11528
NM_024830	1.22334744	1.13988353	1.21175151	1.21196573	0.40920264	0.4136419	0.43957458	0.4484102	chr5	1514542	1577076	62535	-	9287
NM_024847	0.0971662	0.10525613	0.10319922	0.09980539	0.30683486	0.33529036	0.31296214	0.29841789	chr16	18902757	18982763	80007	+	28231
NM_024855	0.0292975	0.03227928	0.03179805	0.0304202	0.02914966	0.02987662	0.03015804	0.03179373	chr20	36810511	36834503	23993	+	34144
NM_024902	0.06777987	0.06926429	0.07886175	0.07537186	0.01098805	0.0110823	0.01044753	0.01005275	chr12	48027308	48031952	4645	+	23779
NM_024927	0.02220746	0.02618047	0.02581185	0.02834812	0.01360783	0.01273828	0.0142181	0.01525427	chr17	38073459	38082574	9116	-	30072
NM_024945	0.02270492	0.02469443	0.02511051	0.02387084	0.01139965	0.01137731	0.01282214	0.0119432	chr9	85785457	85808807	23351	+	16334
NM_024946	0.16028515	0.16402769	0.16499329	0.16239444	0.20416069	0.20819644	0.20883567	0.21290332	chr16	55743879	55777477	33599	-	28584
NM_024969	0.00332433	0.0029072	0.00323055	0.00385486	0.43798188	0.42915525	0.43199826	0.42521248	chr2	166137092	166254163	117072	+	4280
NM_025004	0.0433211	0.04650431	0.04362335	0.04229371	0.00751683	0.00610657	0.00646297	0.00673283	chr11	124329227	124416595	87369	+	21106
NM_025010	0.13928884	0.13366996	0.13398295	0.14031543	0.13547923	0.14072118	0.15331399	0.14558163	chr3	47299334	47363310	63977	+	6165
NM_025077	0.05824699	0.05939717	0.05016633	0.05742598	0.01382415	0.01506006	0.0184122	0.01536717	chr1	45577929	45582237	4309	+	1864
NM_025080	0.1060027	0.10752883	0.11143047	0.12190521	0.44638296	0.41172805	0.43736914	0.42328052	chr11	61861350	61917463	56114	+	20665
NM_025132	0.06468635	0.06211941	0.06016927	0.06075872	0.11061444	0.11705179	0.1148968	0.11244833	chr4	38860419	38963825	103407	+	8049
NM_025138	0.10714779	0.10667183	0.1057774	0.09401647	0.10276682	0.10649819	0.09995941	0.10131119	chr13	38482002	38510252	28251	-	24903
NM_025155	0.0528575	0.05799987	0.06318521	0.05811219	0.0749997	0.07699282	0.07883587	0.07871179	chr11	73265681	73316427	50747	+	20969
NM_025158	0.16686523	0.15861312	0.16503761	0.15338344	0.11686895	0.11703093	0.11345463	0.11800074	chr5	178910177	178969625	59449	+	9711
NM_025165	0.01999551	0.02147166	0.01973453	0.01852759	0.025216	0.02357436	0.02432385	0.02402089	chr15	41852090	41856794	4705	-	27043
NM_025213	0.00268517	0.00273876	0.00295296	0.00265968	0.33813717	0.33140642	0.3492273	0.34756596	chr19	45728235	45758498	30264	+	31727
NM_025214	0.01568999	0.01429703	0.01613038	0.01513118	0.01574168	0.01721331	0.01894581	0.01868455	chr18	50719738	50777737	58000	-	31182
NM_025233	0.54450902	0.54645722	0.57271572	0.56750626	0.28760962	0.27741843	0.30681719	0.28686566	chr17	37967618	37971821	4204	+	30058
NM_030751	0.16138924	0.16130575	0.15753889	0.1539128	0.29754695	0.29494014	0.29485238	0.29490746	chr10	31648107	31858748	210642	+	19368
NM_030761	0.00933179	0.00591436	0.00820051	0.00740556	0.01300705	0.0120714	0.01270336	0.01386025	chr1	22316385	22342106	25722	-	1401
NM_030786	0.06270462	0.06493701	0.05878825	0.06129389	0.01536822	0.01437848	0.01627339	0.01499663	chr1	32918094	32940948	22855	-	1640
NM_030795	0.00853013	0.00768817	0.00720655	0.00817375	1.67567707	1.72551084	1.67601749	1.58131451	chr8	27149731	27171820	22090	-	14939
NM_030876	0.00702242	0.0058418	0.00770815	0.00494862	0.00049016	0.00049016	0.00049016	0.00049016	chr6_cox_hap1	778433	779480	1048	-	36434
NM_030876	0.00702242	0.0058418	0.00770815	0.00494862	0.00049016	0.00049016	0.00049016	0.00049016	chr6	29430986	29432033	1048	-	11065
NM_030937	1.028294	1.05864514	1.10075443	1.11821699	0.75770836	0.71564357	0.72882193	0.74052203	chr1	1310954	1324581	13628	-	1085
NM_030941	0.0613417	0.05795487	0.06639001	0.06354017	0.01508258	0.01506594	0.01724806	0.01491485	chr16	20725268	20768491	43224	+	28255
NM_031273	0.00067305	0.00082535	0.00046296	0.00064498	0.00046434	0.00046434	0.00046434	0.00046434	chrX	107110750	107112256	1507	-	18116
NM_031283	0.2813252	0.29378537	0.28976048	0.27734202	0.05876068	0.06207138	0.05803854	0.06214602	chr2	85214094	85391022	176929	+	4075
NM_031298	0.35476946	0.34695302	0.35248993	0.34255879	0.17676924	0.17591261	0.17810355	0.0769472	chr17	3518839	3519711	873	+	29083
NM_031307	0.05160948	0.05287805	0.05565886	0.05426706	0.0265376	0.02482088	0.02570965	0.02722328	chr11	125268590	125278326	9737	-	22713
NM_032263	0.04679233	0.05027088	0.05341121	0.05067144	0.0847513	0.08408259	0.07850973	0.08409702	chr3	199100343	199171283	70941	-	7840
NM_032445	0.0006572	0.00064167	0.0005745	0.00085026	0.03528834	0.03661191	0.0328798	0.03338057	chr15	63974688	64333129	358442	-	26571
NM_032583	0.00038451	0.00039108	0.00038451	0.00038451	0.00077085	0.00084194	0.00095804	0.00092936	chr16	46758323	46826589	68267	-	27730
NM_032814	0.00083134	0.00074923	0.00094719	0.00055391	0.00170766	0.00160841	0.00146765	0.00158103	chr12	115660479	115775819	115341	+	23287
NM_033066	0.01666777	0.02056888	0.01841952	0.01809689	0.01574199	0.01548228	0.01545424	0.01709345	chr2	202217842	202271662	53821	-	4402
NM_033204	0.1834661	0.18197329	0.17781333	0.18693074	0.06736621	0.06610594	0.0671467	0.0671544	chr19	19640663	19652138	11476	+	32557
NM_052882	0.00037563	0.00037563	0.00037563	0.00037563	0.00044358	0.00044358	0.00044358	0.00044358	chr19	62337276	62348382	11107	-	33880
